,filename,label,truncated,occluded,alpha,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,dim_height,dim_width,dim_length,loc_x,loc_y,loc_z,rotation_y,score
20816,003851,Van,0.0,2,2.61,904.75,126.13,1219.41,247.26,2.31,1.95,5.32,9.2,1.44,15.08,-3.14,
20817,003852,Car,0.7,0,-2.08,846.52,200.62,1241.0,374.0,1.51,1.56,3.81,3.06,1.77,5.17,-1.57,
20818,003852,Car,0.0,1,-1.87,739.45,184.32,948.6,322.03,1.57,1.68,3.83,3.05,1.76,10.37,-1.59,
20819,003852,Van,0.0,2,-1.75,680.19,143.07,807.9,259.88,2.38,1.98,5.62,2.99,1.81,17.63,-1.58,
20820,003852,Car,0.0,0,1.64,477.58,176.15,535.12,229.59,1.52,1.5,3.85,-3.21,1.64,22.65,1.5,
20821,003852,Car,0.0,2,-1.69,663.92,179.86,715.32,218.63,1.43,1.59,3.68,3.07,1.71,28.69,-1.58,
20822,003852,Car,0.0,1,1.63,520.69,179.58,558.66,207.83,1.29,1.59,4.12,-3.44,1.64,35.56,1.54,
20823,003852,Car,0.0,2,1.61,541.39,172.47,570.47,199.01,1.52,1.61,3.59,-3.25,1.52,43.49,1.53,
20824,003852,Car,0.0,1,1.49,643.29,175.87,676.12,201.92,1.51,1.65,4.28,2.99,1.72,44.4,1.56,
20825,003853,Car,0.0,0,-1.46,535.45,172.24,579.73,206.19,1.47,1.59,4.03,-1.98,1.07,33.42,-1.52,
20826,003853,Car,0.0,0,-1.54,612.03,167.84,641.05,193.7,1.52,1.67,4.38,1.63,0.71,44.99,-1.51,
20827,003853,Car,0.0,0,1.72,491.89,172.1,532.73,201.03,1.44,1.55,3.93,-4.66,0.97,38.07,1.6,
20828,003853,Car,0.0,1,-1.54,585.7,166.75,607.87,187.89,1.56,1.59,3.65,-0.3,0.46,55.5,-1.55,
20829,003854,Car,0.0,0,-1.59,545.57,172.36,719.99,340.44,1.66,1.73,3.05,0.18,1.68,8.74,-1.57,
20830,003854,Tram,0.0,1,0.88,621.45,132.48,784.23,195.47,3.32,2.17,12.49,5.1,1.28,43.81,0.99,
20831,003854,Car,0.0,0,1.95,281.02,180.19,365.84,224.11,1.6,1.75,4.0,-11.29,1.9,28.63,1.58,
20832,003854,Car,0.0,0,1.84,393.69,179.22,440.73,207.2,1.58,1.63,4.31,-11.51,1.97,43.22,1.58,
20833,003854,Tram,0.0,1,0.58,750.98,127.05,1008.6,202.19,2.99,2.05,12.11,11.99,1.25,34.1,0.91,
20834,003855,Car,0.48,0,2.42,908.13,123.02,1241.0,335.3,1.73,1.74,4.71,5.53,1.32,6.92,3.08,
20835,003855,Car,0.0,1,1.75,328.34,178.23,443.74,257.77,1.58,1.76,4.18,-5.03,1.72,16.63,1.46,
20836,003855,Car,0.0,0,1.79,375.51,170.86,532.17,277.27,1.65,1.88,4.45,-2.73,1.65,13.51,1.59,
20837,003855,Car,0.0,0,-0.37,829.44,143.23,985.69,200.76,1.9,1.78,4.72,10.32,0.93,25.33,0.01,
20838,003855,Car,0.0,0,-2.09,982.83,143.66,1060.52,183.46,1.8,1.65,3.55,19.65,0.49,34.64,-1.58,
20839,003855,Van,0.0,2,-2.09,1105.68,132.51,1200.93,179.38,2.11,1.75,4.31,26.2,0.31,35.01,-1.45,
20840,003855,Car,0.0,2,-2.15,1022.63,147.57,1110.28,183.64,1.64,1.7,3.91,22.06,0.51,35.09,-1.59,
20841,003855,Car,0.0,2,1.78,400.09,180.6,485.0,235.59,1.55,1.71,4.5,-5.22,1.81,22.89,1.55,
20842,003855,Car,0.0,1,1.45,662.4,168.75,709.94,202.41,1.5,1.71,4.44,3.56,1.34,34.69,1.55,
20843,003855,Car,0.0,0,-1.47,603.05,175.21,635.84,201.28,1.58,1.71,3.75,0.62,1.75,46.03,-1.46,
20844,003855,Car,0.0,0,-0.95,565.23,168.08,600.93,183.64,1.66,1.65,4.45,-2.94,1.17,79.75,-0.99,
20845,003856,Car,0.96,0,-0.86,0.0,201.68,304.18,369.0,1.5,1.78,3.69,-3.16,1.68,3.36,-1.56,
20846,003856,Cyclist,0.0,1,-1.6,991.73,147.39,1029.7,217.47,1.72,0.78,1.71,10.46,0.91,18.32,-1.08,
20847,003856,Car,0.0,0,0.29,655.63,166.01,769.39,208.88,1.44,1.64,3.68,3.81,0.96,25.23,0.44,
20848,003857,Car,0.96,0,2.37,0.0,209.19,255.84,374.0,1.54,1.63,3.59,-3.52,1.8,3.49,1.61,
20849,003857,Car,0.0,0,1.92,266.81,200.31,478.43,340.79,1.42,1.46,3.63,-2.97,1.85,9.67,1.63,
20850,003857,Car,0.0,1,1.79,397.93,190.99,529.13,279.6,1.43,1.66,4.19,-2.78,1.84,14.4,1.6,
20851,003857,Car,0.0,0,-1.62,732.67,179.31,837.89,274.3,1.58,1.71,3.75,3.22,1.72,14.0,-1.4,
20852,003857,Car,0.76,0,-0.7,1065.62,149.63,1241.0,331.84,1.49,1.57,4.26,6.78,1.29,6.56,0.08,
20853,003857,Car,0.0,1,1.74,491.47,179.82,552.75,233.8,1.7,1.5,3.34,-2.95,1.94,24.52,1.62,
20854,003857,Car,0.0,2,1.3,500.88,186.78,567.94,226.77,1.48,1.71,3.93,-3.2,2.07,29.52,1.19,
20855,003857,Car,0.0,1,-0.21,508.12,172.91,572.13,194.73,1.6,1.75,4.63,-5.41,1.63,55.56,-0.31,
20856,003857,Car,0.0,2,-1.32,741.39,178.48,837.23,244.89,1.51,1.58,3.31,4.58,1.66,18.31,-1.08,
20857,003857,Car,0.0,1,-1.1,789.14,171.9,886.52,228.76,1.61,1.6,3.11,6.98,1.6,22.1,-0.8,
20858,003857,Car,0.0,2,-3.06,728.05,166.54,835.11,206.78,1.79,1.69,4.72,7.99,1.55,33.68,-2.83,
20859,003857,Car,0.0,1,-0.91,998.24,166.94,1106.1,212.3,1.57,1.65,3.35,16.18,1.37,26.47,-0.36,
20860,003857,Car,0.0,1,2.32,939.64,165.6,1029.07,195.89,1.43,1.7,3.95,18.55,1.1,35.82,2.79,
20861,003858,Pedestrian,0.0,0,2.66,758.62,144.63,811.29,323.97,1.83,0.71,0.92,2.04,1.46,7.66,2.91,
20862,003859,Car,0.96,0,-0.95,0.0,195.15,374.97,373.0,1.46,1.69,4.52,-2.73,1.59,3.54,-1.58,
20863,003859,Car,0.0,0,-1.1,491.29,168.65,563.95,201.26,1.43,1.66,4.15,-3.39,0.86,33.72,-1.2,
20864,003859,Car,0.0,0,-1.44,565.3,165.93,600.61,191.41,1.45,1.65,3.52,-1.05,0.56,42.98,-1.47,
20865,003859,Car,0.39,1,0.33,0.0,179.46,106.65,231.41,1.48,1.56,3.62,-17.26,1.44,21.57,-0.35,
20866,003859,Car,0.0,1,2.03,356.97,163.05,418.32,193.73,1.68,1.67,4.29,-12.37,0.66,41.87,1.74,
20867,003860,Car,0.74,0,2.03,0.0,190.56,418.5,374.0,1.55,1.68,4.42,-2.77,1.71,5.02,1.55,
20868,003860,Van,0.77,0,-2.16,822.56,78.81,1241.0,374.0,2.0,1.76,4.61,3.06,1.67,4.84,-1.62,
20869,003860,Car,0.0,1,-1.82,703.33,177.41,858.78,289.78,1.6,1.53,4.18,2.69,1.69,12.46,-1.61,
20870,003860,Car,0.0,2,-1.77,664.77,177.57,760.2,248.18,1.56,1.57,3.98,2.42,1.7,18.18,-1.64,
20871,003860,Car,0.0,1,1.41,661.24,167.35,693.55,192.41,1.79,1.72,4.35,4.99,1.42,54.14,1.5,
20872,003861,Car,0.0,0,1.92,452.81,177.28,504.13,203.53,1.45,1.59,4.28,-7.67,1.72,42.3,1.74,
20873,003861,Car,0.0,0,-1.58,711.58,175.44,737.54,198.45,1.43,1.59,4.21,7.47,1.62,47.44,-1.43,
20874,003861,Pedestrian,0.0,0,-0.5,592.92,173.33,602.55,192.74,1.72,0.74,0.56,-1.11,1.77,64.46,-0.52,
20875,003861,Car,0.0,1,3.11,887.61,166.73,930.85,182.69,1.59,1.64,4.08,31.09,1.0,75.09,-2.79,
20876,003862,Tram,0.0,1,-1.78,628.14,149.76,701.73,189.32,3.33,2.37,23.29,4.95,1.52,72.54,-1.71,
20877,003862,Car,0.0,0,1.94,280.48,184.93,381.28,237.88,1.61,1.67,4.56,-9.49,2.05,24.83,1.58,
20878,003862,Cyclist,0.0,0,-1.98,913.36,154.86,949.64,209.72,1.78,0.44,1.7,10.77,1.2,24.28,-1.57,
20879,003863,Car,0.0,0,-1.56,576.98,175.52,633.63,221.57,1.36,1.69,3.38,-0.18,1.47,23.35,-1.57,
20880,003863,Car,0.61,3,-1.76,0.0,135.17,230.91,374.0,1.8,1.63,3.79,-4.6,1.62,5.49,-2.44,
20881,003863,Car,0.0,0,-2.04,239.38,177.84,446.52,276.03,1.41,1.62,4.19,-4.77,1.52,12.44,-2.4,
20882,003863,Car,0.0,2,-2.16,294.45,173.82,467.08,250.87,1.49,1.66,3.97,-5.13,1.53,15.79,-2.47,
20883,003863,Car,0.0,2,-2.17,395.73,175.52,503.97,221.79,1.39,1.62,3.72,-5.33,1.5,23.58,-2.39,
20884,003863,Car,0.0,2,-2.31,443.55,172.5,533.58,211.21,1.49,1.66,3.55,-5.03,1.5,29.51,-2.48,
20885,003863,Van,0.01,3,-1.96,758.92,83.7,1175.32,374.0,2.38,2.08,5.75,3.48,1.68,8.78,-1.59,
20886,003863,Car,0.0,2,-1.8,728.28,179.35,861.25,260.51,1.47,1.73,4.22,3.7,1.63,15.38,-1.57,
20887,003863,Car,0.0,0,-1.67,663.5,176.54,709.77,209.67,1.4,1.66,4.08,3.41,1.59,32.98,-1.57,
20888,003863,Van,0.0,3,-1.64,639.06,158.97,671.97,193.54,2.42,2.03,5.49,3.31,1.48,53.72,-1.58,
20889,003863,Car,0.0,2,-1.55,587.69,171.12,623.82,204.08,1.52,1.67,3.61,-0.2,1.46,35.36,-1.55,
20890,003863,Van,0.13,3,2.14,0.0,128.1,233.48,272.0,2.14,1.71,4.52,-8.84,1.5,13.02,1.55,
20891,003863,Car,0.0,2,2.04,261.59,172.61,331.66,202.11,1.31,1.52,3.73,-14.88,1.33,34.38,1.64,
20892,003864,Car,0.0,0,-1.65,657.73,179.18,698.16,209.45,1.41,1.65,4.28,3.32,1.75,36.26,-1.56,
20893,003864,Van,0.0,2,0.14,429.47,165.02,544.45,211.05,1.99,1.8,4.96,-5.58,1.68,32.97,-0.03,
20894,003864,Car,0.0,2,0.18,424.86,178.94,537.36,215.04,1.44,1.8,4.44,-5.43,1.72,30.61,0.0,
20895,003864,Car,0.0,2,0.33,358.88,178.89,506.01,229.36,1.53,1.8,4.22,-5.67,1.74,23.17,0.09,
20896,003864,Car,0.0,2,0.36,340.17,181.55,492.06,236.66,1.5,1.46,3.95,-5.56,1.77,20.75,0.1,
20897,003864,Car,0.0,2,0.31,297.96,180.74,460.97,245.56,1.53,1.64,3.6,-5.81,1.75,18.32,0.01,
20898,003864,Car,0.0,2,-2.68,131.96,182.92,359.89,274.33,1.53,1.51,3.38,-6.55,1.73,13.11,-3.13,
20899,003864,Car,0.0,1,-2.65,25.55,190.91,344.38,299.35,1.41,1.63,3.75,-6.16,1.71,10.68,3.12,
20900,003864,Car,0.85,0,-2.36,0.0,197.32,142.89,374.0,1.47,1.53,4.21,-6.51,1.72,5.92,3.11,
20901,003864,Car,1.0,0,-2.32,899.04,175.37,1241.0,374.0,1.64,1.62,4.2,2.63,1.65,2.53,-1.57,
20902,003864,Truck,0.0,2,-1.64,639.78,163.65,680.82,199.16,2.4,2.5,6.54,3.56,1.82,52.53,-1.57,
20903,003865,Car,0.0,0,-1.66,640.38,178.32,676.76,207.43,1.38,1.49,3.32,2.37,1.66,36.21,-1.6,
20904,003865,Car,0.0,0,-1.75,681.07,177.71,756.63,231.42,1.5,1.62,3.89,3.24,1.67,22.38,-1.6,
20905,003865,Car,0.44,0,-2.1,857.79,161.56,1241.0,374.0,1.69,1.58,3.95,3.62,1.65,6.26,-1.59,
20906,003865,Truck,0.0,0,-1.88,749.11,105.34,900.52,227.65,3.55,2.56,7.97,7.02,1.62,25.02,-1.61,
20907,003865,Car,0.0,2,-2.72,919.72,177.11,1006.56,209.4,1.48,1.36,3.51,17.04,1.71,34.99,-2.27,
20908,003866,Car,0.0,0,1.86,346.62,179.37,452.03,245.25,1.45,1.6,3.2,-5.09,1.62,17.69,1.58,
20909,003866,Car,1.0,1,-2.55,1101.69,207.71,1241.0,374.0,1.51,1.66,3.5,3.29,1.67,1.9,-1.57,
20910,003866,Car,0.01,1,-1.99,821.97,181.43,1161.95,374.0,1.51,1.61,3.51,3.46,1.61,7.41,-1.57,
20911,003866,Car,0.0,1,-1.86,735.94,177.28,897.29,275.68,1.49,1.68,3.8,3.47,1.59,12.99,-1.61,
20912,003866,Car,0.0,2,1.81,406.15,176.38,488.3,229.6,1.49,1.63,3.68,-4.97,1.62,22.31,1.59,
20913,003866,Car,0.0,2,-1.77,715.73,176.19,808.35,241.34,1.49,1.61,3.55,3.74,1.6,18.49,-1.57,
20914,003867,Car,0.0,0,1.59,450.32,171.33,499.41,221.51,1.68,1.63,3.9,-4.95,1.66,26.45,1.4,
20915,003867,Car,0.0,2,1.46,445.97,175.04,485.25,202.84,1.47,1.7,4.39,-8.23,1.62,40.75,1.26,
20916,003868,Car,0.0,0,-1.52,715.45,171.02,733.89,185.84,1.43,1.59,4.21,11.55,1.28,72.59,-1.36,
20917,003869,Car,0.0,0,-1.58,587.01,173.86,613.18,199.73,1.65,1.67,3.64,-0.7,1.74,48.31,-1.59,
20918,003869,Tram,0.9,0,2.15,0.0,121.93,304.65,245.81,3.59,2.69,35.24,-19.3,2.19,26.47,1.53,
20919,003869,Cyclist,0.0,0,1.32,741.22,150.74,779.47,241.99,1.85,0.37,1.66,3.17,1.41,15.5,1.52,
20920,003870,Car,0.77,1,2.29,0.0,218.42,194.83,374.0,1.42,1.55,3.85,-5.93,1.96,6.86,1.6,
20921,003870,Car,0.0,1,2.02,127.21,202.22,336.53,315.87,1.43,1.48,3.71,-5.93,1.97,11.73,1.56,
20922,003870,Car,0.0,1,1.89,294.93,195.85,420.03,265.64,1.4,1.65,4.02,-6.02,2.01,17.57,1.57,
20923,003870,Car,0.01,0,2.56,968.8,136.47,1241.0,232.69,1.64,1.59,3.99,9.02,1.03,13.39,-3.14,
20924,003870,Car,0.0,2,2.62,935.1,138.79,1104.84,221.95,1.72,1.68,2.78,8.96,1.02,16.0,3.12,
20925,003870,Car,0.0,2,2.69,871.84,145.04,1039.27,215.6,1.67,1.67,3.43,8.64,1.03,18.32,3.12,
20926,003870,Car,0.0,2,2.77,814.87,154.84,963.03,211.92,1.57,1.62,3.69,8.05,1.09,21.13,3.13,
20927,003870,Car,0.0,1,1.85,399.97,188.66,480.02,235.21,1.43,1.61,4.13,-5.85,2.01,25.15,1.62,
20928,003870,Car,0.0,1,-1.77,687.47,175.61,777.51,237.15,1.47,1.6,3.87,3.14,1.57,19.4,-1.61,
20929,003870,Car,0.0,2,-1.69,672.91,173.57,734.09,223.54,1.57,1.57,4.04,3.11,1.62,24.95,-1.57,
20930,003871,Car,0.0,0,-1.74,588.59,180.17,665.27,241.61,1.61,1.66,3.2,0.37,1.83,20.81,-1.72,
20931,003871,Car,0.0,0,1.98,276.07,184.25,342.82,222.25,1.5,1.5,3.1,-12.75,2.0,30.69,1.59,
20932,003871,Car,0.0,0,1.82,358.2,184.02,426.21,224.79,1.5,1.67,4.07,-8.79,1.97,29.31,1.53,
20933,003872,Car,0.0,0,-1.56,576.99,173.94,646.81,237.55,1.6,1.76,3.84,0.09,1.31,20.18,-1.56,
20934,003872,Van,1.0,0,-0.62,0.0,21.58,215.15,375.0,2.52,2.02,6.17,-4.23,1.67,2.73,-1.57,
20935,003872,Car,0.47,3,-0.92,0.0,188.41,184.73,316.29,1.5,1.7,3.97,-8.25,1.58,10.51,-1.58,
20936,003872,Car,0.0,0,-1.13,191.13,184.71,329.25,255.63,1.49,1.66,3.37,-8.18,1.5,17.18,-1.57,
20937,003872,Car,0.0,0,-1.31,330.76,176.54,473.72,273.76,1.63,1.67,3.92,-3.88,1.48,14.11,-1.57,
20938,003872,Car,0.0,2,-1.27,331.02,182.8,410.15,225.2,1.42,1.61,4.05,-8.67,1.34,26.51,-1.58,
20939,003872,Car,0.0,1,-1.4,446.32,178.0,511.99,225.28,1.56,1.69,3.63,-4.57,1.32,25.81,-1.57,
20940,003872,Car,0.0,1,-1.44,487.79,180.86,527.83,209.22,1.38,1.58,3.49,-5.13,1.16,37.1,-1.57,
20941,003872,Car,0.0,1,-1.47,513.59,180.01,546.55,203.93,1.43,1.64,4.33,-4.9,1.11,45.63,-1.58,
20942,003872,Misc,0.0,1,-1.49,518.47,149.31,562.34,196.98,3.48,2.57,11.68,-5.32,0.81,58.68,-1.58,
20943,003872,Car,0.0,2,-1.22,293.69,184.11,367.22,219.25,1.48,1.69,4.52,-12.74,1.45,33.27,-1.58,
20944,003873,Truck,0.0,0,-1.57,591.13,162.58,618.62,192.35,2.85,2.63,12.34,-0.56,1.94,76.01,-1.58,
20945,003873,Car,0.0,1,-3.08,880.1,178.78,963.28,210.52,1.42,1.58,3.48,14.58,1.72,33.82,-2.68,
20946,003873,Car,0.0,1,1.98,275.34,189.09,332.61,212.06,1.41,1.85,4.7,-20.78,2.56,49.15,1.58,
20947,003874,Van,0.0,3,-1.67,617.61,194.31,660.43,236.76,2.48,2.2,5.33,1.8,3.94,47.05,-1.64,
20948,003874,Car,0.0,1,-0.75,687.29,207.45,760.99,235.63,1.37,1.56,4.19,6.5,3.42,41.06,-0.6,
20949,003874,Misc,0.0,3,-1.59,547.91,206.99,573.36,220.16,1.04,2.23,2.66,-4.51,4.2,65.43,-1.66,
20950,003874,Van,0.0,3,-1.6,547.31,192.29,568.19,217.78,2.37,1.92,4.43,-5.24,4.35,71.94,-1.67,
20951,003875,Car,0.99,0,2.32,0.0,221.58,297.51,374.0,1.41,1.59,4.47,-3.02,1.75,2.86,1.55,
20952,003875,Misc,0.0,0,1.77,499.62,180.47,539.88,222.16,1.61,1.21,2.07,-3.66,1.93,29.18,1.65,
20953,003875,Car,0.0,0,-1.7,631.16,179.26,663.56,205.33,1.64,1.69,3.3,2.41,2.08,47.61,-1.65,
20954,003876,Car,0.0,0,-1.57,562.43,175.49,677.92,284.63,1.56,1.65,3.69,0.13,1.62,12.25,-1.56,
20955,003876,Car,0.92,0,-1.48,1093.73,162.62,1241.0,374.0,1.54,1.73,4.04,4.31,1.49,3.93,-0.68,
20956,003876,Car,0.0,1,-1.28,898.21,177.28,1181.2,352.34,1.38,1.56,3.8,4.64,1.44,7.62,-0.75,
20957,003876,Van,0.0,1,1.7,494.38,171.2,534.53,202.74,2.02,1.99,5.56,-6.49,1.95,49.47,1.57,
20958,003876,Pedestrian,0.0,0,-0.89,796.66,165.56,822.66,223.34,1.64,0.63,0.86,5.69,1.44,20.98,-0.63,
20959,003876,Pedestrian,0.0,2,1.95,933.52,169.98,950.19,211.37,1.49,0.55,0.78,12.17,1.39,26.44,2.37,
20960,003876,Pedestrian,0.0,2,2.59,1036.53,161.11,1051.53,215.94,1.81,0.51,0.34,14.42,1.42,24.05,3.12,
20961,003876,Pedestrian,0.0,2,2.22,997.44,167.75,1006.44,204.51,1.8,0.43,0.2,19.22,1.55,35.57,2.71,
20962,003876,Car,0.0,2,0.51,52.49,189.17,148.14,220.89,1.43,1.45,3.5,-24.53,2.25,34.75,-0.1,
20963,003877,Car,0.0,0,1.7,531.91,180.1,566.01,201.38,1.37,1.79,4.16,-4.12,1.87,49.05,1.61,
20964,003877,Car,0.0,1,0.22,428.98,180.12,506.21,206.1,1.56,1.71,4.5,-8.97,2.04,45.51,0.02,
20965,003878,Car,0.0,0,-1.57,586.12,180.45,612.22,206.26,1.65,1.67,3.64,-0.76,2.17,48.44,-1.59,
20966,003878,Tram,1.0,0,2.42,0.0,125.76,215.05,248.47,3.59,2.69,35.24,-18.91,2.17,15.27,1.54,
20967,003878,Cyclist,0.0,0,1.18,874.26,129.55,982.88,328.95,1.85,0.37,1.66,3.23,1.46,7.54,1.57,
20968,003878,Car,0.0,1,1.73,466.36,182.67,497.49,205.79,1.67,1.72,4.02,-9.74,2.43,55.03,1.55,
20969,003878,Van,0.0,1,1.71,439.54,180.09,468.9,205.72,2.14,1.94,4.1,-13.55,2.78,62.91,1.5,
20970,003879,Car,0.0,0,1.41,694.55,179.14,814.64,268.57,1.49,1.61,3.74,2.6,1.62,13.98,1.58,
20971,003879,Van,0.0,3,1.71,538.21,165.97,591.39,209.77,1.85,1.84,4.06,-2.01,1.58,32.74,1.65,
20972,003879,Van,0.0,1,-1.66,670.93,166.59,716.28,209.29,1.77,1.63,3.76,3.64,1.54,32.15,-1.55,
20973,003879,Car,0.0,1,1.65,574.5,174.65,608.75,201.81,1.46,1.63,4.47,-1.03,1.59,41.58,1.62,
20974,003879,Car,0.0,1,-2.96,412.71,175.79,527.72,214.94,1.47,1.68,4.26,-5.54,1.62,28.77,3.14,
20975,003879,Car,0.86,3,-0.71,1148.52,156.56,1241.0,332.81,1.84,1.6,4.46,8.83,1.65,7.98,0.1,
20976,003880,Car,0.63,0,2.14,0.0,197.34,400.19,373.0,1.57,1.67,4.14,-3.24,1.76,5.85,1.65,
20977,003880,Pedestrian,0.0,0,1.06,852.93,147.32,901.93,278.96,1.81,1.06,0.73,3.92,1.34,10.32,1.41,
20978,003880,Pedestrian,0.0,0,-1.58,614.23,175.26,628.23,225.67,1.73,0.84,0.86,0.4,1.52,25.19,-1.57,
20979,003880,Pedestrian,0.0,0,-1.57,620.06,172.92,639.72,225.39,1.81,0.9,0.95,1.1,1.52,25.34,-1.53,
20980,003880,Pedestrian,0.0,0,-1.45,486.67,174.6,506.34,229.56,1.78,0.92,1.01,-3.78,1.56,23.86,-1.61,
20981,003881,Car,0.0,0,-1.4,564.59,169.56,591.03,188.25,1.48,1.56,3.62,-1.88,0.52,59.12,-1.43,
20982,003881,Car,0.0,0,-1.56,587.62,168.74,614.77,193.83,1.5,1.62,3.88,0.03,0.73,45.24,-1.56,
20983,003881,Car,0.0,0,-1.5,529.16,170.19,567.79,200.34,1.48,1.7,4.5,-2.74,0.92,38.05,-1.57,
20984,003881,Car,0.0,1,2.05,329.37,170.37,397.94,203.92,1.68,1.67,4.29,-12.61,1.12,38.4,1.73,
20985,003882,Car,0.0,0,1.98,373.97,180.87,435.47,212.87,1.49,1.58,3.84,-10.08,1.54,35.83,1.71,
20986,003882,Car,0.0,0,-1.7,744.81,173.83,870.53,278.44,1.54,1.57,3.52,3.31,1.44,12.25,-1.44,
20987,003882,Car,0.0,1,-1.76,706.22,174.42,804.58,244.45,1.5,1.63,3.57,3.49,1.37,17.13,-1.56,
20988,003882,Car,0.0,2,-1.66,684.87,175.57,745.72,225.08,1.47,1.59,3.64,3.5,1.33,23.1,-1.51,
20989,003882,Car,0.0,2,-1.65,668.56,175.06,721.61,215.56,1.49,1.74,4.09,3.53,1.29,28.44,-1.53,
20990,003882,Car,0.0,2,-1.63,655.14,177.18,687.02,204.26,1.44,1.58,3.28,3.69,1.27,39.91,-1.54,
20991,003883,Car,0.0,0,-1.42,586.29,171.3,617.19,191.53,1.43,1.66,4.15,0.09,0.7,53.41,-1.42,
20992,003883,Car,0.0,0,-1.28,517.8,170.49,571.67,203.63,1.48,1.56,3.62,-2.63,0.98,34.02,-1.36,
20993,003883,Car,0.26,0,0.27,0.0,178.17,165.42,246.59,1.67,1.64,4.32,-14.25,1.61,19.04,-0.37,
20994,003883,Car,0.0,1,2.05,328.76,169.71,397.38,203.23,1.68,1.67,4.29,-12.65,1.09,38.43,1.73,
20995,003884,Car,0.0,0,-1.58,563.22,180.98,681.42,293.16,1.55,1.63,3.32,0.13,1.69,11.73,-1.57,
20996,003884,Car,0.0,0,1.93,310.52,196.92,368.87,224.19,1.37,1.82,3.96,-15.37,2.8,41.15,1.58,
20997,003884,Car,0.0,0,2.14,241.79,199.9,303.81,227.6,1.38,1.79,2.94,-18.54,2.92,39.72,1.7,
20998,003884,Car,0.0,0,1.82,400.93,191.87,446.5,215.93,1.4,1.75,4.75,-12.15,2.69,47.25,1.57,
20999,003884,Car,0.0,1,2.67,980.15,182.6,1134.65,230.85,1.59,1.73,4.26,15.54,1.96,25.28,-3.07,
21000,003884,Car,0.65,3,2.5,1186.7,180.08,1241.0,226.76,1.55,1.76,3.59,22.52,1.8,25.01,-3.06,
21001,003885,Car,0.0,0,-1.89,633.55,173.01,765.85,262.66,1.51,1.53,3.38,1.57,1.54,14.09,-1.78,
21002,003885,Car,0.0,0,-1.8,537.89,177.5,595.58,215.2,1.39,1.54,3.42,-1.81,1.59,28.67,-1.86,
21003,003885,Car,0.72,0,2.59,1054.28,183.46,1241.0,370.72,1.53,1.54,3.54,6.24,1.63,6.51,-2.95,
21004,003885,Car,0.0,1,2.52,484.31,171.34,548.92,198.35,1.56,1.39,3.73,-5.61,1.48,43.42,2.39,
21005,003885,Cyclist,0.0,0,1.72,366.1,177.83,411.11,263.47,1.65,0.64,1.51,-4.53,1.75,14.71,1.43,
21006,003885,Car,0.0,1,-0.82,589.92,170.04,658.06,199.2,1.56,1.67,3.78,0.79,1.42,40.48,-0.8,
21007,003885,Car,0.0,2,-0.94,644.52,168.85,704.73,194.87,1.5,1.53,4.04,3.93,1.28,43.66,-0.85,
21008,003885,Car,0.0,2,-0.92,699.42,170.7,745.05,192.54,1.38,1.28,3.16,7.32,1.25,47.06,-0.77,
21009,003886,Car,0.12,0,-1.35,1112.11,174.83,1241.0,263.96,1.65,1.67,3.64,12.15,1.7,15.22,-0.69,
21010,003886,Van,0.18,1,3.04,0.0,149.33,329.54,317.02,2.01,1.66,4.35,-6.55,1.74,10.32,2.48,
21011,003886,Car,0.0,1,2.27,674.72,178.13,825.48,249.4,1.59,1.55,3.93,3.56,1.75,18.21,2.46,
21012,003886,Car,0.0,1,2.01,914.48,179.1,1017.92,225.5,1.47,1.57,4.24,12.48,1.71,25.25,2.47,
21013,003886,Car,0.0,1,1.91,1042.42,178.15,1124.04,211.99,1.4,1.68,4.45,21.31,1.66,32.48,2.49,
21014,003887,Car,0.0,0,-1.57,600.56,178.2,628.12,204.41,1.54,1.63,3.67,0.23,1.89,44.82,-1.57,
21015,003887,Car,0.0,0,-1.78,719.8,179.83,870.29,284.27,1.49,1.57,4.07,2.93,1.62,12.41,-1.56,
21016,003887,Car,1.0,0,-2.47,1012.86,183.69,1241.0,374.0,1.57,1.59,3.75,2.93,1.62,2.01,-1.57,
21017,003887,Car,0.0,0,0.59,8.15,202.36,216.96,272.79,1.52,1.51,3.94,-11.82,2.27,17.23,-0.01,
21018,003887,Car,0.0,2,-1.75,699.64,179.05,792.58,252.08,1.54,1.51,3.58,3.09,1.7,17.18,-1.57,
21019,003887,Pedestrian,0.0,2,1.43,716.31,170.81,727.98,210.45,1.64,0.56,0.78,4.59,1.56,30.34,1.58,
21020,003887,Car,0.0,1,-1.68,662.06,178.31,709.21,216.09,1.49,1.55,3.93,3.13,1.74,30.81,-1.58,
21021,003887,Car,0.0,1,-1.63,643.85,174.86,668.74,199.1,1.74,1.62,4.13,3.44,1.92,54.43,-1.56,
21022,003887,Car,0.0,1,1.73,450.08,184.24,493.2,215.14,1.51,1.58,4.16,-7.3,2.13,38.24,1.55,
21023,003887,Car,0.0,1,1.74,476.22,183.2,512.83,208.53,1.51,1.65,3.94,-7.32,2.19,45.91,1.58,
21024,003888,Car,0.0,0,1.69,485.34,178.46,531.98,216.58,1.7,1.72,4.11,-4.82,1.98,34.59,1.55,
21025,003889,Car,0.0,0,-1.82,754.96,175.72,824.32,215.92,1.4,1.55,4.06,6.72,1.54,27.53,-1.59,
